time,detector,speed,veh_count
2021-05-11 19:45:00,Chestnut_USD2-2-EB,18.46153846153846,26.0
2021-05-11 20:00:00,Chestnut_USD2-2-EB,17.958333333333332,24.0
2021-05-11 20:15:00,Chestnut_USD2-2-EB,20.142857142857142,21.0
2021-05-11 20:30:00,Chestnut_USD2-2-EB,21.68,25.0
2021-05-11 20:45:00,Chestnut_USD2-2-EB,20.869565217391305,23.0
2021-05-11 21:00:00,Chestnut_USD2-2-EB,18.333333333333332,21.0
2021-05-11 21:15:00,Chestnut_USD2-2-EB,19.77777777777778,18.0
2021-05-11 21:30:00,Chestnut_USD2-2-EB,11.0,6.0
2021-05-11 21:45:00,Chestnut_USD2-2-EB,18.3125,16.0
2021-05-11 22:00:00,Chestnut_USD2-2-EB,24.727272727272727,11.0
2021-05-11 22:15:00,Chestnut_USD2-2-EB,16.083333333333332,12.0
2021-05-11 22:30:00,Chestnut_USD2-2-EB,16.0,10.0
2021-05-11 22:45:00,Chestnut_USD2-2-EB,19.083333333333332,12.0
2021-05-11 23:00:00,Chestnut_USD2-2-EB,12.166666666666666,6.0
2021-05-11 23:15:00,Chestnut_USD2-2-EB,18.666666666666668,6.0
2021-05-11 23:45:00,Chestnut_USD2-2-EB,9.0,2.0
2021-05-11 00:15:00,Chestnut_USD2-3-EB,12.75,4.0
2021-05-11 00:30:00,Chestnut_USD2-3-EB,10.0,2.0
2021-05-11 00:45:00,Chestnut_USD2-3-EB,10.0,1.0
2021-05-11 01:00:00,Chestnut_USD2-3-EB,14.0,1.0
2021-05-11 01:15:00,Chestnut_USD2-3-EB,16.5,2.0
2021-05-11 01:45:00,Chestnut_USD2-3-EB,15.0,2.0
2021-05-11 02:15:00,Chestnut_USD2-3-EB,10.0,1.0
2021-05-11 03:00:00,Chestnut_USD2-3-EB,14.0,2.0
2021-05-11 03:15:00,Chestnut_USD2-3-EB,13.0,1.0
2021-05-11 04:30:00,Chestnut_USD2-3-EB,16.333333333333332,3.0
2021-05-11 04:45:00,Chestnut_USD2-3-EB,13.666666666666666,6.0
2021-05-11 05:00:00,Chestnut_USD2-3-EB,13.0,1.0
2021-05-11 05:15:00,Chestnut_USD2-3-EB,18.5,4.0
2021-05-11 05:30:00,Chestnut_USD2-3-EB,11.0,2.0
2021-05-11 05:45:00,Chestnut_USD2-3-EB,14.0,5.0
2021-05-11 06:00:00,Chestnut_USD2-3-EB,16.571428571428573,7.0
2021-05-11 06:15:00,Chestnut_USD2-3-EB,16.583333333333332,12.0
2021-05-11 06:30:00,Chestnut_USD2-3-EB,17.214285714285715,14.0
2021-05-11 06:45:00,Chestnut_USD2-3-EB,17.458333333333332,24.0
2021-05-11 07:00:00,Chestnut_USD2-3-EB,17.4,30.0
2021-05-11 07:15:00,Chestnut_USD2-3-EB,16.366666666666667,30.0
2021-05-11 07:30:00,Chestnut_USD2-3-EB,17.027027027027028,37.0
2021-05-11 07:45:00,Chestnut_USD2-3-EB,16.424242424242426,66.0
2021-05-11 08:00:00,Chestnut_USD2-3-EB,15.838709677419354,62.0
2021-05-11 08:15:00,Chestnut_USD2-3-EB,15.266666666666667,60.0
2021-05-11 08:30:00,Chestnut_USD2-3-EB,15.097560975609756,41.0
2021-05-11 08:45:00,Chestnut_USD2-3-EB,14.454545454545455,44.0
2021-05-11 09:00:00,Chestnut_USD2-3-EB,16.685714285714287,35.0
2021-05-11 09:15:00,Chestnut_USD2-3-EB,15.266666666666667,15.0
2021-05-11 09:30:00,Chestnut_USD2-3-EB,14.291666666666666,24.0
2021-05-11 09:45:00,Chestnut_USD2-3-EB,15.666666666666666,27.0
2021-05-11 10:00:00,Chestnut_USD2-3-EB,14.75,16.0
2021-05-11 10:15:00,Chestnut_USD2-3-EB,16.210526315789473,19.0
2021-05-11 10:30:00,Chestnut_USD2-3-EB,17.96153846153846,26.0
2021-05-11 10:45:00,Chestnut_USD2-3-EB,16.6,20.0
2021-05-11 11:00:00,Chestnut_USD2-3-EB,17.058823529411764,17.0
2021-05-11 11:15:00,Chestnut_USD2-3-EB,16.4375,32.0
2021-05-11 11:30:00,Chestnut_USD2-3-EB,14.9,20.0
2021-05-11 11:45:00,Chestnut_USD2-3-EB,16.2,15.0
2021-05-11 12:00:00,Chestnut_USD2-3-EB,15.571428571428571,28.0
2021-05-11 12:15:00,Chestnut_USD2-3-EB,15.85,20.0
2021-05-11 12:30:00,Chestnut_USD2-3-EB,16.666666666666668,15.0
2021-05-11 12:45:00,Chestnut_USD2-3-EB,17.25,16.0
2021-05-11 13:00:00,Chestnut_USD2-3-EB,15.807692307692308,26.0
2021-05-11 13:15:00,Chestnut_USD2-3-EB,15.148148148148149,27.0
2021-05-11 13:30:00,Chestnut_USD2-3-EB,16.789473684210527,19.0
